Incident Zip,Borough,Latitude,Longitude
10034.0,MANHATTAN,40.86778220011,-73.92087003226
10306.0,STATEN ISLAND,40.57411033264,-74.09292150587
11417.0,QUEENS,40.67078533605,-73.83824928743
11249.0,BROOKLYN,40.71894290405,-73.96268064891
10018.0,MANHATTAN,40.75207144826,-73.9834659291
11224.0,BROOKLYN,40.57876693913,-73.98951707444
10036.0,MANHATTAN,40.76150845527,-73.98811659612
11205.0,BROOKLYN,40.69539826639,-73.9625207301
11234.0,BROOKLYN,40.62835123496,-73.91922293345
10035.0,MANHATTAN,40.7986964923,-73.93654790888
11219.0,BROOKLYN,40.62659532698,-73.99373527771
10011.0,MANHATTAN,40.73899917997,-73.99298856218
11413.0,QUEENS,40.66544518452,-73.75507182241
10302.0,STATEN ISLAND,40.63715901757,-74.13395446017
10001.0,MANHATTAN,40.745059529,-73.99205322156
11432.0,QUEENS,40.71026502334,-73.78696271933
10461.0,BRONX,40.85441619896,-73.84357560395
11206.0,BROOKLYN,40.69851748463,-73.93445418614
11201.0,BROOKLYN,40.68558066708,-73.9937189191
10016.0,MANHATTAN,40.74674360568,-73.98157614455
11214.0,BROOKLYN,40.60856495089,-74.00104804015
11239.0,BROOKLYN,40.65850061821,-73.86680642481
11432.0,QUEENS,40.71026502334,-73.78696271933
11212.0,BROOKLYN,40.66902597931,-73.91511108785
10314.0,STATEN ISLAND,40.60991752715,-74.13106174591
11224.0,BROOKLYN,40.57518289993,-73.97579913201
10001.0,MANHATTAN,40.74992339366,-73.99510237707
10306.0,STATEN ISLAND,40.58036710262,-74.09789460273
10002.0,MANHATTAN,40.71398880531,-73.99083047494
10031.0,MANHATTAN,40.82227388422,-73.94794998459
10002.0,MANHATTAN,40.71398880531,-73.99083047494
10003.0,MANHATTAN,40.73712171734,-73.99218046442
11691.0,QUEENS,40.60561944618,-73.75501399695
10031.0,MANHATTAN,40.82195560286,-73.94818508258
10007.0,MANHATTAN,40.71092003792,-74.01060831301
10468.0,BRONX,40.86688203454,-73.9097787368
10312.0,STATEN ISLAND,40.54119049623,-74.18480892112
10025.0,MANHATTAN,40.79872731123,-73.96324992666
10458.0,BRONX,40.87068448433,-73.88613043929
10458.0,BRONX,40.87094829183,-73.88645178719
10010.0,MANHATTAN,40.74064866863,-73.99140779889
10065.0,MANHATTAN,40.76544819288,-73.96582055713
10306.0,STATEN ISLAND,40.55625536176,-74.12972932436
11237.0,BROOKLYN,40.70724962639,-73.92705878072
10454.0,BRONX,40.80626686267,-73.92791473237
11212.0,BROOKLYN,40.67108899979,-73.91011208387
11222.0,BROOKLYN,40.71875791026,-73.94049482685
11358.0,QUEENS,40.76587841179,-73.78943459113
10312.0,STATEN ISLAND,40.54119049623,-74.18480892112
10312.0,STATEN ISLAND,40.54700671071,-74.18139951818
10022.0,MANHATTAN,40.76008318591,-73.96924531096
10022.0,MANHATTAN,40.76008318591,-73.96924531096
10065.0,MANHATTAN,40.76493070843,-73.97041631219
10312.0,STATEN ISLAND,40.56042189582,-74.16979342278
10312.0,STATEN ISLAND,40.54700671071,-74.18139951818
11223.0,BROOKLYN,40.5844587151,-73.98192333264
10005.0,MANHATTAN,40.70811504503,-74.00876835217
11212.0,BROOKLYN,40.66832960963,-73.90228990843
10007.0,MANHATTAN,40.71097475866,-74.01235773895
10065.0,MANHATTAN,40.76493070843,-73.97041631219
10065.0,MANHATTAN,40.76493070843,-73.97041631219
10019.0,MANHATTAN,40.76699238789,-73.98753078471
10312.0,STATEN ISLAND,40.56042189582,-74.16979342278
10312.0,STATEN ISLAND,40.54700671071,-74.18139951818
10312.0,STATEN ISLAND,40.54119049623,-74.18480892112
10312.0,STATEN ISLAND,40.54119049623,-74.18480892112
10312.0,STATEN ISLAND,40.54700671071,-74.18139951818
10027.0,MANHATTAN,40.80964974292,-73.95155780159
10312.0,STATEN ISLAND,40.54119049623,-74.18480892112
11692.0,QUEENS,40.59598276392,-73.80220602565
10036.0,MANHATTAN,40.76208529019,-73.99366838673
10009.0,MANHATTAN,40.72488655725,-73.97825940434
11229.0,BROOKLYN,40.61098192913,-73.95345236441
10019.0,MANHATTAN,40.76388396565,-73.97826833433
11214.0,BROOKLYN,40.60751917635,-74.00168548147
10467.0,BRONX,40.87968994908,-73.87561356447
10312.0,STATEN ISLAND,40.54119049623,-74.18480892112
10312.0,STATEN ISLAND,40.56164532942,-74.17214307368
10034.0,MANHATTAN,40.86779862859,-73.92081216385
11235.0,BROOKLYN,40.57725183638,-73.96305860413
10312.0,STATEN ISLAND,40.54119049623,-74.18480892112
11220.0,BROOKLYN,40.64522213315,-74.02267316685
11211.0,BROOKLYN,40.70779959465,-73.95610073486
10005.0,MANHATTAN,40.70811504503,-74.00876835217
10013.0,MANHATTAN,40.72152626331,-74.00203469592
10452.0,BRONX,40.83390801218,-73.91830844774
11212.0,BROOKLYN,40.66832960963,-73.90228990843
11205.0,BROOKLYN,40.69710779642,-73.95371319431
10029.0,MANHATTAN,40.78921676609,-73.94872697588
10458.0,BRONX,40.85963903749,-73.89698383983
10312.0,STATEN ISLAND,40.56165359619,-74.17212150103
10016.0,MANHATTAN,40.74866116025,-73.97601040298
11225.0,BROOKLYN,40.65716278203,-73.9602175434
10469.0,BRONX,40.86549940586,-73.85853188589
11215.0,BROOKLYN,40.66563812853,-73.97897079761
11211.0,BROOKLYN,40.70779959465,-73.95610073486
10301.0,STATEN ISLAND,40.64582104501,-74.07790818921
10456.0,BRONX,40.81978665725,-73.90430755412
10474.0,BRONX,40.8053647392,-73.88503211054
10016.0,MANHATTAN,40.74866116025,-73.97601040298
11228.0,BROOKLYN,40.6103488117,-74.00773985729
10460.0,BRONX,40.84349932235,-73.88727208637
10011.0,MANHATTAN,40.74414837504,-73.99372061518
10462.0,BRONX,40.83707594444,-73.86138947457
11414.0,QUEENS,40.66164835195,-73.84049895266
11436.0,QUEENS,40.6809271099,-73.79506770945
11414.0,QUEENS,40.66164835195,-73.84049895266
11414.0,QUEENS,40.66164835195,-73.84049895266
10036.0,MANHATTAN,40.75668276298,-73.9844826694
11211.0,BROOKLYN,40.71623260708,-73.95198643072
10003.0,MANHATTAN,40.73827704124,-73.98945950184
11429.0,QUEENS,40.71733473348,-73.73145464596
11226.0,BROOKLYN,40.65388292873,-73.96068440998
10023.0,MANHATTAN,40.77618583477,-73.97798269457
10022.0,MANHATTAN,40.75566563905,-73.96486545873
10016.0,MANHATTAN,40.74975971604,-73.97940260456
11691.0,QUEENS,40.59445815804,-73.77893521626
10312.0,STATEN ISLAND,40.56166180902,-74.17213591816
11374.0,QUEENS,40.73129226196,-73.86012656847
10456.0,BRONX,40.83191501178,-73.90364688908
10030.0,MANHATTAN,40.81437290974,-73.94436880196
10002.0,MANHATTAN,40.71275073784,-73.98879621721
11434.0,QUEENS,40.6656706416,-73.7840376275
10460.0,BRONX,40.83927554758,-73.88483256193
10012.0,MANHATTAN,40.72175401848,-73.99576825095
10016.0,MANHATTAN,40.74975971604,-73.97940260456
10312.0,STATEN ISLAND,40.56166180902,-74.17213591816
11432.0,QUEENS,40.71371735877,-73.77936573237
10011.0,MANHATTAN,40.74380797913,-73.99291227082
11105.0,QUEENS,40.77110876439,-73.90418976435
10016.0,MANHATTAN,40.74975971604,-73.97940260456
11429.0,QUEENS,40.70401536809,-73.74027615417
11423.0,QUEENS,40.71990600589,-73.75976350894
11385.0,QUEENS,40.70545628266,-73.90665736484
10467.0,BRONX,40.8805266511,-73.88307955089
11355.0,QUEENS,40.75203755442,-73.84340455208
10469.0,BRONX,40.87128289174,-73.85886307737
11216.0,BROOKLYN,40.68014671828,-73.94489539365
11377.0,QUEENS,40.74134666858,-73.90322573812
10001.0,MANHATTAN,40.74578928442,-73.98802917671
10312.0,STATEN ISLAND,40.56165353686,-74.17216108978
11225.0,BROOKLYN,40.66281811266,-73.94318678518
11217.0,BROOKLYN,40.68715089105,-73.97506618958
11379.0,QUEENS,40.71258252104,-73.89793254709
10454.0,BRONX,40.80806646544,-73.91449666783
10022.0,MANHATTAN,40.75811393684,-73.97539336674
11420.0,QUEENS,40.68385952457,-73.8067444096
10312.0,STATEN ISLAND,40.56164532942,-74.17214307368
10468.0,BRONX,40.86271307212,-73.89695015581
11215.0,BROOKLYN,40.66563812853,-73.97897079761
10312.0,STATEN ISLAND,40.56164812816,-74.17210709099
11233.0,BROOKLYN,40.68388078089,-73.9317211201
10312.0,STATEN ISLAND,40.56090889886,-74.16899929251
11379.0,QUEENS,40.71258252104,-73.89793254709
10027.0,MANHATTAN,40.80964974292,-73.95155780159
10455.0,BRONX,40.81447799303,-73.91807579914
10312.0,STATEN ISLAND,40.56039997996,-74.16976457569
10312.0,STATEN ISLAND,40.56165359619,-74.17212150103
11379.0,QUEENS,40.71027172419,-73.87336152059
11372.0,QUEENS,40.74919000045,-73.8897126358
10312.0,STATEN ISLAND,40.56166180902,-74.17213591816
10312.0,STATEN ISLAND,40.56164532942,-74.17214307368
11220.0,BROOKLYN,40.63608124615,-74.00744019004
10312.0,STATEN ISLAND,40.56166180902,-74.17213591816
10312.0,STATEN ISLAND,40.56164532942,-74.17214307368
10013.0,MANHATTAN,40.7235707325,-74.00952079301
11216.0,BROOKLYN,40.68108726828,-73.95548015831
11224.0,BROOKLYN,40.57566286758,-73.99361766373
10016.0,MANHATTAN,40.74866116025,-73.97601040298
10312.0,STATEN ISLAND,40.56165359619,-74.17212150103
11358.0,QUEENS,40.75600413043,-73.79940996118
10309.0,STATEN ISLAND,40.53770428915,-74.23723582181
10312.0,STATEN ISLAND,40.56166180902,-74.17213591816
11249.0,BROOKLYN,40.72066218358,-73.95780225091
11249.0,BROOKLYN,40.72066218358,-73.95780225091
11233.0,BROOKLYN,40.67754594744,-73.91917416343
10075.0,MANHATTAN,40.77284720356,-73.95542242535
10312.0,STATEN ISLAND,40.56164532942,-74.17214307368
10312.0,STATEN ISLAND,40.56164532942,-74.17214307368
11694.0,QUEENS,40.57800572484,-73.84017311754
10011.0,MANHATTAN,40.74621522393,-74.00522937407
10308.0,STATEN ISLAND,40.56311491016,-74.14769119119
10312.0,STATEN ISLAND,40.56166180902,-74.17213591816
11249.0,BROOKLYN,40.72066218358,-73.95780225091
10002.0,MANHATTAN,40.71840444223,-73.98446632929
10002.0,MANHATTAN,40.71836052899,-73.9844879842
10312.0,STATEN ISLAND,40.56166180902,-74.17213591816
11221.0,BROOKLYN,40.69185642735,-73.92620657129
10458.0,BRONX,40.87128222609,-73.88552197056
10312.0,STATEN ISLAND,40.56165359619,-74.17212150103
11211.0,BROOKLYN,40.71100082687,-73.95835663839
11213.0,BROOKLYN,40.67477224201,-73.94446361855
11374.0,QUEENS,40.72807653519,-73.86106056801
10312.0,STATEN ISLAND,40.56165359619,-74.17212150103
11385.0,QUEENS,40.69929988828,-73.9002537762
11233.0,BROOKLYN,40.68380424457,-73.9194766576
10455.0,BRONX,40.81447799303,-73.91807579914
10312.0,STATEN ISLAND,40.56164532942,-74.17214307368
11106.0,QUEENS,40.76303785797,-73.9245068767
10312.0,STATEN ISLAND,40.56042189582,-74.16979342278
11106.0,QUEENS,40.76303785797,-73.9245068767
10034.0,MANHATTAN,40.87050354216,-73.91504551538
10034.0,MANHATTAN,40.87050354216,-73.91504551538
11216.0,BROOKLYN,40.67854951356,-73.95155929419
11215.0,BROOKLYN,40.6755230651,-73.98541004531
10165.0,MANHATTAN,40.75253177597,-73.97866184173
11201.0,BROOKLYN,40.70066266776,-73.98753597792
11215.0,BROOKLYN,40.67558830146,-73.9810334008
11201.0,BROOKLYN,40.68909940084,-73.99266567581
11385.0,QUEENS,40.69446249775,-73.90216145672
10165.0,MANHATTAN,40.75231767971,-73.97862942675
10001.0,MANHATTAN,40.7493820242,-73.98678338286
11418.0,QUEENS,40.69518871403,-73.84389869469
10023.0,MANHATTAN,40.77718180093,-73.97610844714
11222.0,BROOKLYN,40.72920195689,-73.95287187834
11207.0,BROOKLYN,40.69176382097,-73.90813336098
11218.0,BROOKLYN,40.65063121209,-73.97319145527
11237.0,BROOKLYN,40.70922610426,-73.9232188205
10012.0,MANHATTAN,40.7216717476,-73.99883473721
10033.0,MANHATTAN,40.84558995237,-73.93647064966
10011.0,MANHATTAN,40.74246322565,-73.99682069075
11414.0,QUEENS,40.66121354736,-73.84985691263
11207.0,BROOKLYN,40.67638643293,-73.897028966
10033.0,MANHATTAN,40.84558995237,-73.93647064966
10014.0,MANHATTAN,40.7336990902,-74.00653097942
11419.0,QUEENS,40.6859595254,-73.82580887378
10306.0,STATEN ISLAND,40.56066857734,-74.1348771727
10014.0,MANHATTAN,40.7336990902,-74.00653097942
10014.0,MANHATTAN,40.7336990902,-74.00653097942
10014.0,MANHATTAN,40.72722148019,-74.00631026116
11223.0,BROOKLYN,40.5844587151,-73.98192333264
11221.0,BROOKLYN,40.69499908446,-73.92604442096
10306.0,STATEN ISLAND,40.57160230855,-74.12154501808
11101.0,QUEENS,40.75802785821,-73.94200465171
10022.0,MANHATTAN,40.75691646401,-73.97204416177
10027.0,MANHATTAN,40.81000626694,-73.94480594142
11207.0,BROOKLYN,40.67638643293,-73.897028966
11432.0,QUEENS,40.70895565643,-73.79291836641
10001.0,MANHATTAN,40.74925573061,-73.98648024195
11213.0,BROOKLYN,40.67063470773,-73.93207714248
10466.0,BRONX,40.89546862362,-73.85624360951
10026.0,MANHATTAN,40.80015914886,-73.9468403704
10013.0,MANHATTAN,40.71544662309,-74.00189021881
10452.0,BRONX,40.8357309604,-73.92296441181
10474.0,BRONX,40.8172861744,-73.89183972812
10003.0,MANHATTAN,40.73297958498,-73.98859436294
10312.0,STATEN ISLAND,40.52353337723,-74.17041910988
10301.0,STATEN ISLAND,40.61558299575,-74.09447762432
11238.0,BROOKLYN,40.67792869243,-73.95721639639
11210.0,BROOKLYN,40.62344958827,-73.93775918385
10011.0,MANHATTAN,40.73872477056,-73.99416858629
10003.0,MANHATTAN,40.73560115325,-73.9926208651
11231.0,BROOKLYN,40.68413698232,-73.9950531249
11231.0,BROOKLYN,40.68413698232,-73.9950531249
11201.0,BROOKLYN,40.70292949704,-73.9846610855
10312.0,STATEN ISLAND,40.56164532942,-74.17214307368
10027.0,MANHATTAN,40.81000626694,-73.94480594142
10312.0,STATEN ISLAND,40.56165359619,-74.17212150103
11354.0,QUEENS,40.76539554869,-73.83503765627
11217.0,BROOKLYN,40.6876976775,-73.97788931615
10312.0,STATEN ISLAND,40.56164532942,-74.17214307368
11205.0,BROOKLYN,40.69759824587,-73.95865351569
11206.0,BROOKLYN,40.70863629293,-73.9373297725
11375.0,QUEENS,40.71924029727,-73.84532504397
11434.0,QUEENS,40.69269297381,-73.76712418524
11354.0,QUEENS,40.76402128601,-73.80894490417
10019.0,MANHATTAN,40.764491142,-73.98165065394
10019.0,MANHATTAN,40.76251956542,-73.97691509049
11354.0,QUEENS,40.76402128601,-73.80894490417
10019.0,MANHATTAN,40.76200455438,-73.98261154829
11238.0,BROOKLYN,40.67962878863,-73.96917785922
11375.0,QUEENS,40.72142760825,-73.84109905531
11201.0,BROOKLYN,40.68689522483,-73.99090992128
10032.0,MANHATTAN,40.8385096333,-73.94373785919
11004.0,QUEENS,40.73768220365,-73.71233774776
10002.0,MANHATTAN,40.71130639283,-73.98376099893
11206.0,BROOKLYN,40.70860899618,-73.93760753091
10065.0,MANHATTAN,40.76575123162,-73.96982029563
11004.0,QUEENS,40.7498431425,-73.71189183567
11223.0,BROOKLYN,40.60425762064,-73.97165432309
10314.0,STATEN ISLAND,40.58627657614,-74.19327922864
10452.0,BRONX,40.83656172864,-73.9216588478
10003.0,MANHATTAN,40.73542271938,-73.99224200608
11214.0,BROOKLYN,40.60698944182,-74.0005618227
10462.0,BRONX,40.84043119643,-73.8556650256
10003.0,MANHATTAN,40.72572256003,-73.98975372291
11385.0,QUEENS,40.69462465635,-73.90241725637
11385.0,QUEENS,40.69444872792,-73.90210738462
11228.0,BROOKLYN,40.61964915847,-74.02154062167
11205.0,BROOKLYN,40.6932077928,-73.97159126488
10306.0,STATEN ISLAND,40.55625536176,-74.12972932436
11213.0,BROOKLYN,40.67059881124,-73.93650755597
10002.0,MANHATTAN,40.71130639283,-73.98376099893
10018.0,MANHATTAN,40.75394977694,-73.99219292652
11223.0,BROOKLYN,40.60425762064,-73.97165432309
11372.0,QUEENS,40.75284134536,-73.8877286856
11223.0,BROOKLYN,40.60425762064,-73.97165432309
10017.0,MANHATTAN,40.75227236126,-73.97207498499
11220.0,BROOKLYN,40.63649982297,-74.01927976121
10023.0,MANHATTAN,40.78084973924,-73.98137172279
11223.0,BROOKLYN,40.60425762064,-73.97165432309
11223.0,BROOKLYN,40.60425762064,-73.97165432309
10018.0,MANHATTAN,40.75270303543,-73.98567105791
11234.0,BROOKLYN,40.61772634258,-73.92776894846
11220.0,BROOKLYN,40.63405121552,-74.02075623791
11223.0,BROOKLYN,40.60425762064,-73.97165432309
11223.0,BROOKLYN,40.60425762064,-73.97165432309
11223.0,BROOKLYN,40.60425762064,-73.97165432309
11223.0,BROOKLYN,40.60425762064,-73.97165432309
10306.0,STATEN ISLAND,40.55625536176,-74.12972932436
11249.0,BROOKLYN,40.71849034402,-73.96369820403
10010.0,MANHATTAN,40.73860283186,-73.98258157015
10456.0,BRONX,40.82096598919,-73.91001080065
11367.0,QUEENS,40.72795525208,-73.81231712955
10460.0,BRONX,40.84371383238,-73.88770543241
10014.0,MANHATTAN,40.73165713266,-74.00323652432
10310.0,STATEN ISLAND,40.63470985733,-74.10870743726
11207.0,BROOKLYN,40.6777910409,-73.89323046523
11102.0,QUEENS,40.76909013774,-73.92469496657
10036.0,MANHATTAN,40.75739575591,-73.98029180455
10023.0,MANHATTAN,40.77504997241,-73.98053209484
10023.0,MANHATTAN,40.77504997241,-73.98053209484
11226.0,BROOKLYN,40.64083017388,-73.95022464636
11231.0,BROOKLYN,40.67436452742,-74.01639223416
11231.0,BROOKLYN,40.67436452742,-74.01639223416
11237.0,BROOKLYN,40.70388236613,-73.91966519837
10036.0,MANHATTAN,40.76117625709,-73.98732611697
10023.0,MANHATTAN,40.77149309412,-73.9824141133
10314.0,STATEN ISLAND,40.5928304861,-74.1887397473
10469.0,BRONX,40.8791843365,-73.83758680065
11214.0,BROOKLYN,40.60766991671,-73.99263860703
11385.0,QUEENS,40.69407018666,-73.9056780125
11694.0,QUEENS,40.580576383,-73.83162774307
10003.0,MANHATTAN,40.73286992528,-73.98999798359
10461.0,BRONX,40.85135301222,-73.83561247278
10016.0,MANHATTAN,40.74127291144,-73.9791850984
10016.0,MANHATTAN,40.74127291144,-73.9791850984
10011.0,MANHATTAN,40.74013544425,-73.99202133124
11228.0,BROOKLYN,40.61045035509,-74.00794516108
11210.0,BROOKLYN,40.63175968248,-73.95266688061
10023.0,MANHATTAN,40.76852864623,-73.98158816875
11367.0,QUEENS,40.72795525208,-73.81231712955
11222.0,BROOKLYN,40.73352937131,-73.95717348047
10003.0,MANHATTAN,40.73259194538,-73.98341663931
11207.0,BROOKLYN,40.67638643293,-73.897028966
10007.0,MANHATTAN,40.71022284128,-74.01089676247
11379.0,QUEENS,40.71313644291,-73.87512719658
11211.0,BROOKLYN,40.70919058611,-73.95454522347
11228.0,BROOKLYN,40.61045035509,-74.00794516108
11414.0,QUEENS,40.657854658,-73.83061815352
10026.0,MANHATTAN,40.79883096903,-73.95383388925
10306.0,STATEN ISLAND,40.57411033264,-74.09292150587
11235.0,BROOKLYN,40.58844264604,-73.94932038202
11420.0,QUEENS,40.6751258993,-73.80527359402
11235.0,BROOKLYN,40.58844264604,-73.94932038202
11235.0,BROOKLYN,40.58844264604,-73.94932038202
10452.0,BRONX,40.84571916407,-73.91925174663
11201.0,BROOKLYN,40.69111975883,-73.99754072731
10036.0,MANHATTAN,40.75637563041,-73.98671341464
11417.0,QUEENS,40.68268579999,-73.83567852888
10038.0,MANHATTAN,40.71010508821,-74.00749534339
10469.0,BRONX,40.87089731611,-73.84705855092
10461.0,BRONX,40.84831628981,-73.83106932223
11385.0,QUEENS,40.70475827297,-73.89606903659
11004.0,QUEENS,40.74817085736,-73.71938068813
10451.0,BRONX,40.82235251201,-73.91057617996
11235.0,BROOKLYN,40.58870752293,-73.95254257676
11214.0,BROOKLYN,40.58645200834,-73.98598755445
10013.0,MANHATTAN,40.71608341427,-74.0014248923
10036.0,MANHATTAN,40.75637563041,-73.98671341464
10306.0,STATEN ISLAND,40.57494814387,-74.09211993787
10309.0,STATEN ISLAND,40.5211844633,-74.21425827818
11435.0,QUEENS,40.69743543491,-73.80526252856
11217.0,BROOKLYN,40.68443685749,-73.97772453929
10002.0,MANHATTAN,40.72187187727,-73.99251054852
11379.0,QUEENS,40.71229709777,-73.88906668313
11221.0,BROOKLYN,40.69242273718,-73.94215547352
10013.0,MANHATTAN,40.72152626331,-74.00203469592
11368.0,QUEENS,40.74989618338,-73.86238293102
10013.0,MANHATTAN,40.72152626331,-74.00203469592
10306.0,STATEN ISLAND,40.57984171935,-74.10233619074
10025.0,MANHATTAN,40.79404858083,-73.96664375224
10463.0,BRONX,40.88242738036,-73.90230072756
11385.0,QUEENS,40.69407018666,-73.9056780125
11354.0,QUEENS,40.75978506575,-73.82923633168
10006.0,MANHATTAN,40.70933874617,-74.01354773156
10463.0,BRONX,40.88242738036,-73.90230072756
10026.0,MANHATTAN,40.80172784686,-73.95690927344
10019.0,MANHATTAN,40.76419266005,-73.98671185522
11236.0,BROOKLYN,40.64478454168,-73.901909989
10312.0,STATEN ISLAND,40.56165359619,-74.17212150103
10029.0,MANHATTAN,40.78921676609,-73.94872697588
11219.0,BROOKLYN,40.64050882705,-73.99970453459
10005.0,MANHATTAN,40.70528528077,-74.00753447558
10005.0,MANHATTAN,40.70528528077,-74.00753447558
11228.0,BROOKLYN,40.61964915847,-74.02154062167
11211.0,BROOKLYN,40.70870595008,-73.95075828421
11218.0,BROOKLYN,40.64014234246,-73.96901954068
10457.0,BRONX,40.85323633467,-73.89174150538
10457.0,BRONX,40.85323633467,-73.89174150538
10453.0,BRONX,40.85421849099,-73.90695828394
10453.0,BRONX,40.85421849099,-73.90695828394
10309.0,STATEN ISLAND,40.52913957367,-74.21096352302
10312.0,STATEN ISLAND,40.56165353686,-74.17216108978
